CUSTNAME,REGION,PARTNUM,REVENUE,COST,MARGIN
MOTION INDUSTRIES,02-Central,770240000,986.25,70.33,915.92
MOTION INDUSTRIES,02-Central,734822000,932,160.95,771.05
MOTION INDUSTRIES,02-Central,766686000,845,73.65,771.35
MOTION INDUSTRIES,02-Central,734311100,404.36,35.3,369.06
MOUNTAINVIEW MECHANICAL,01-East,780645010,100629.6,49683.31,50946.29
MOUNTAINVIEW MECHANICAL,01-East,784320000,16483.2,9567.28,6915.92
MOUNTAINVIEW MECHANICAL,01-East,764523000,3864,787.76,3076.24
MOUNTAINVIEW MECHANICAL,01-East,784000000,2481.84,1294.06,1187.78
MOUNTAINVIEW MECHANICAL,01-East,764522000,2144,419.72,1724.28
MOUNTAINVIEW MECHANICAL,01-East,780200000,1898.64,1140.24,758.4
MOUNTAINVIEW MECHANICAL,01-East,739370000,1413.44,635.75,777.69
MOUNTAINVIEW MECHANICAL,01-East,739741100,807.68,438.23,369.45
MOUNTAINVIEW MECHANICAL,01-East,764561000,102,22.18,79.82
MSC INDUSTRIAL DIRECT CO.,02-Central,734211200,82684.76,8058.43,74626.33
MSC INDUSTRIAL DIRECT CO.,02-Central,734311100,14652.44,1284.55,13367.89
MSC INDUSTRIAL DIRECT CO.,02-Central,770530000,1707.5,93.46,1614.04
MSC INDUSTRIAL DIRECT CO.,02-Central,735602000,618.5,43.15,575.35
MSC INDUSTRIAL DIRECT CO.,02-Central,777601000,409.92,58.8,351.12
MSC INDUSTRIAL DIRECT CO.,02-Central,733464500,250.4,32.53,217.87
MSSM,01-East,764900005,134320,52817.45,81502.55
MSSM,01-East,764827550,65296,24113.55,41182.45
MSSM,01-East,764864005,22736,7588.29,15147.71
MSSM,01-East,764901011,7938.75,4360.33,3578.42
MSSM,01-East,764827150,2310,986.9,1323.1
MSSM,01-East,764902501,1569.81,824.54,745.27
MSSM,01-East,764821073,885.5,838.35,47.15
MSSM,01-East,764781000,312,157.77,154.23
MSSM,01-East,764861000,256.5,116.9,139.6
MSSM,01-East,764901600,64.68,32.95,31.73
MULTI-METALS,02-Central,770850000,1342,42.06,1299.94
MUNACO PACKING & RUBBER,02-Central,764482000,1384,68.19,1315.81
MUNNELL & SHERRILL. INC,01-East,733444200,298,38.64,259.36
MUNNELL & SHERRILL. INC,01-East,733464500,275,32.53,242.47
MURPHY COMPANY,01-East,739741100,1713.92,673.28,1040.64
MUSTANG GROUP,01-East,734611100,536.16,81.1,455.06
MYLAN TECHNOLOGIES INC.,01-East,770830200,1010,28.98,981.02
N2 AERO,01-East,733648000,25416,10632.87,14783.13
NASA - MARSHALL SPACE,02-Central,739390000,350.56,82.43,268.13
NASA GLENN RESEARCH CTR.,02-Central,739521100,1270.08,139.38,1130.7
NASA GLENN RESEARCH CTR.,02-Central,777998000,910,1214.32,-304.32
NASA GLENN RESEARCH CTR.,02-Central,740361900,700.8,228.74,472.06
NASA GLENN RESEARCH CTR.,02-Central,739541000,564.48,71.62,492.86
NASA GLENN RESEARCH CTR.,02-Central,740361701,529.2,318.65,210.55
NASA GLENN RESEARCH CTR.,02-Central,777998500,300,400.07,-100.07
NASA MSFC,02-Central,764221000,248,16.92,231.08
NATHAN DEKKENGA,02-Central,739390000,350.56,82.43,268.13
NATIONAL ELECTRIC,01-East,734910000,683,102.7,580.3
NATIONAL GYPSUM CO,01-East,764821000,447,15.66,431.34
NATIONAL MACHINE COMPANY,02-Central,733151500,1866,210.01,1655.99
NATIONAL PAPER CONVERTING,01-East,733525500,1330,130.06,1199.94
NAVAL RESEARCH LABORATORY,02-Central,764521000,320,13.3,306.7
NAVAL SURFACE WARFARE CTR,02-Central,739452000,2162.16,603.34,1558.82
NAVAL SURFACE WARFARE CTR,02-Central,734851000,1518.57,274.2,1244.37
NAVAL SURFACE WARFARE CTR,02-Central,724281400,1202,178.16,1023.84
NAVAL SURFACE WARFARE CTR,02-Central,739370000,1094.4,272.46,821.94
NAVAL SURFACE WARFARE CTR,02-Central,737912200,979.5,136.41,843.09
NAVY TECHNOLOGY CCENTER,02-Central,780650000,1339.68,206.95,1132.73
NAWC-WD/475500D,01-East,724311400,7038,919.5,6118.5
NEW ARTS FOUNDRY,02-Central,734910000,1730,309.84,1420.16
NEW ARTS FOUNDRY,02-Central,764521000,1044,79.77,964.23
NEWTEX INDUSTRIES INC.,01-East,733832000,2430,385.42,2044.58
NIAGARA CERAMICS CORP.,01-East,764822000,1464,123.05,1340.95
NIAGARA SPECIALTY METALS,01-East,754924010,37941.48,7234.02,30707.46
NIAGARA SPECIALTY METALS,01-East,754904005,32485.17,6492.81,25992.36
NIAGARA SPECIALTY METALS,01-East,754907000,32324.33,6225.56,26098.77
NIAGARA SPECIALTY METALS,01-East,754927000,30559.02,5579.77,24979.25
NIAGARA SPECIALTY METALS,01-East,779957936,18014.56,5719.01,12295.55
NIAGARA SPECIALTY METALS,01-East,754877000,10244.2,2061.01,8183.19
NIAGARA SPECIALTY METALS,01-East,754874005,7643.28,1613.73,6029.55
NIAGARA SPECIALTY METALS,01-East,754867000,6985.44,1453.48,5531.96
NIAGARA SPECIALTY METALS,01-East,764821000,4970.8,555.26,4415.54
NIAGARA SPECIALTY METALS,01-East,764901000,3507.33,400.73,3106.6
NIAGARA SPECIALTY METALS,01-East,766121000,2869.5,239.49,2630.01
NIAGARA SPECIALTY METALS,01-East,738381000,2534.4,2080.8,453.6
NIPRO GLASS AMERICAS CORP,01-East,793330000,1294.5,78.04,1216.46
NIPRO GLASS AMERICAS CORP,01-East,733464400,596,79.22,516.78
NIPRO GLASS AMERICAS CORP,01-East,733464500,298,29.52,268.48
NOELLE INDUSTRIES,01-East,720219100,553.2,13.33,539.87
NORAM ENGINEERING,01-East,733182200,4719.6,585.9,4133.7
NORANDAL,02-Central,770340000,9330.75,940.03,8390.72
NORFOLK NAVAL SHIPYARD,02-Central,726020033,408.8,33.33,375.47
NORTH AMERICAN HOGANAS,02-Central,768241000,11484,1273.72,10210.28
NORTH ATLANTIC ASSOCIATES,01-East,764522000,2550.4,476.1,2074.3
NORTH ATLANTIC ASSOCIATES,01-East,764861000,362,63.37,298.63
NORTH ATLANTIC ASSOCIATES,01-East,764521000,139.2,26.59,112.61
NORTH SHORE INTERNATIONAL,9x-Export,770722000,15375,1072.03,14302.97
NORTHERN INDIANA PUBLIC S,02-Central,779521000,35765.68,5128.36,30637.32
NORTHWEST INSULATION,01-East,735750000,17532,5332.02,12199.98
NORTHWEST INSULATION,01-East,735602000,10612,2752.53,7859.47
NORTHWEST INSULATION,01-East,764902000,2653.5,96.62,2556.88
NORTHWEST INSULATION,01-East,764602000,2034,79.49,1954.51
NOTHING INC.,01-East,777601000,409.92,58.8,351.12
NOV WILSON,01-East,770300000,552.75,39.97,512.78
NOVELIS OSWEGO,01-East,739451000,8683.52,2695.26,5988.26
NOVELIS OSWEGO,01-East,718501000,1052.5,134.69,917.81
NOVELIS OSWEGO,01-East,739741100,700.16,219.12,481.04
NOVELIS OSWEGO,02-Central,733525600,752.5,71.05,681.45
NOVENCO CONSULTANTS LTD,07-Canada Direct,777904301,8515.75,2701.75,5814
NOVENCO CONSULTANTS LTD,07-Canada Direct,733151500,262,54.11,207.89
NOVENCO CONSULTANTS LTD,07-Canada Direct,777601000,203.26,58.8,144.46
NRG/ENERGY,01-East,764461006,404,27.94,376.06
NS INDUSTRIES INC.,02-Central,733484800,1568,164.36,1403.64
NS INDUSTRIES INC.,02-Central,733505200,1565,160.27,1404.73
NS INDUSTRIES INC.,02-Central,733510000,1130,159.02,970.98
NS INDUSTRIES INC.,02-Central,733741000,776,186.38,589.62
NTK AVIATION AMERICA INC.,01-East,770800000,1368,25.56,1342.44
NTK AVIATION AMERICA INC.,01-East,733383000,1117.6,163.93,953.67
NU-SOURCE INC.,01-East,733464500,4688,472.32,4215.68
NUCOR STEEL BIRMINGHAM,02-Central,779988964,2226,3599.46,-1373.46
NUCOR-YAMATO STEEL CO.,02-Central,779980910,21250,9094.1,12155.9
NUTEC BICKLEY SA DE CV,01-East,779121000,691.29,93,598.29
O G SUPPLY,01-East,726000240,25704,2662.54,23041.46
OE-CAL,01-East,737902100,462,67.12,394.88
OECO MILWAUKIE,01-East,771132000,1217.5,35.8,1181.7
OECO MILWAUKIE,01-East,771002000,828.5,19.3,809.2
OHIO INDUSTRIAL SALES INC,02-Central,764461006,332306.4,123177.49,209128.91
OHIO INDUSTRIAL SALES INC,02-Central,766121610,270797.6,137858.34,132939.26
OHIO INDUSTRIAL SALES INC,02-Central,764602500,113360,57238.81,56121.19
OHIO INDUSTRIAL SALES INC,02-Central,734761300,112661.3,20458.67,92202.63
OHIO INDUSTRIAL SALES INC,02-Central,740402450,105710.94,67205.01,38505.93
OHIO INDUSTRIAL SALES INC,02-Central,764821000,96600,43162.78,53437.22
OHIO INDUSTRIAL SALES INC,02-Central,764901000,96064,50970.77,45093.23
OHIO INDUSTRIAL SALES INC,02-Central,734251300,75399.66,16277.93,59121.73
OHIO INDUSTRIAL SALES INC,02-Central,764901073,64448,77274,-12826
OHIO INDUSTRIAL SALES INC,02-Central,734311100,47907.32,5512.35,42394.97
OHIO INDUSTRIAL SALES INC,02-Central,764822000,47873,20752.33,27120.67
OHIO INDUSTRIAL SALES INC,02-Central,718500000,47001.61,8169.94,38831.67
OHIO INDUSTRIAL SALES INC,02-Central,733202000,46642.72,9274.66,37368.06
OHIO INDUSTRIAL SALES INC,02-Central,733586500,45010.08,6786,38224.08
OHIO INDUSTRIAL SALES INC,02-Central,739561200,44831.11,15979.42,28851.69
OHIO INDUSTRIAL SALES INC,02-Central,766121615,43048.8,21780.71,21268.09
OHIO INDUSTRIAL SALES INC,02-Central,764264050,41396,25969.68,15426.32
OHIO INDUSTRIAL SALES INC,02-Central,764521000,37620,17532.3,20087.7
OHIO INDUSTRIAL SALES INC,02-Central,733484900,36881.6,6796.39,30085.21
OHIO INDUSTRIAL SALES INC,02-Central,733525600,36113,5580.13,30532.87
OHIO INDUSTRIAL SALES INC,02-Central,740361900,31337.28,13268.59,18068.69
OHIO INDUSTRIAL SALES INC,02-Central,764481000,30070,17050.52,13019.48
OHIO INDUSTRIAL SALES INC,02-Central,727041000,28800,2850.55,25949.45
OHIO INDUSTRIAL SALES INC,02-Central,764821073,23460,24786,-1326
OHIO INDUSTRIAL SALES INC,02-Central,764522000,23378,10911.89,12466.11
OHIO INDUSTRIAL SALES INC,02-Central,779988828,21594,11716.15,9877.85
OHIO INDUSTRIAL SALES INC,02-Central,766211000,21330,12036.77,9293.23
OHIO INDUSTRIAL SALES INC,02-Central,734900000,21262.62,8266.88,12995.74
OHIO INDUSTRIAL SALES INC,02-Central,733151500,18490.4,2884.37,15606.03
OHIO INDUSTRIAL SALES INC,02-Central,739741100,17064.87,11043.46,6021.41
OHIO INDUSTRIAL SALES INC,02-Central,734990000,16417.32,3062.56,13354.76
OHIO INDUSTRIAL SALES INC,02-Central,779988827,16147.51,7823.58,8323.93
OHIO INDUSTRIAL SALES INC,02-Central,764821161,15870,17112,-1242
OHIO INDUSTRIAL SALES INC,02-Central,737912200,15781.37,3402.11,12379.26
OHIO INDUSTRIAL SALES INC,02-Central,740382201,14721.5,5054.79,9666.71
OHIO INDUSTRIAL SALES INC,02-Central,766162000,12628,1818.12,10809.88
OHIO INDUSTRIAL SALES INC,02-Central,766121000,11980.8,6975.7,5005.1
OHIO INDUSTRIAL SALES INC,02-Central,771500000,11854.5,860.05,10994.45
OHIO INDUSTRIAL SALES INC,02-Central,733444300,10479.4,2040.78,8438.62
OHIO INDUSTRIAL SALES INC,02-Central,764820500,10084.8,3967.42,6117.38
OHIO INDUSTRIAL SALES INC,02-Central,733505100,9945,1794.43,8150.57
OHIO INDUSTRIAL SALES INC,02-Central,727000140,9237.12,1169.17,8067.95
OHIO INDUSTRIAL SALES INC,02-Central,734910000,9147,2756.25,6390.75
OHIO INDUSTRIAL SALES INC,02-Central,739781100,8640.48,3786.18,4854.3
OHIO INDUSTRIAL SALES INC,02-Central,737902100,8176.75,2196.88,5979.87
OHIO INDUSTRIAL SALES INC,02-Central,779988960,8060,5443.6,2616.4
OHIO INDUSTRIAL SALES INC,02-Central,734651200,7943.55,1401.46,6542.09
OHIO INDUSTRIAL SALES INC,02-Central,771320000,7555,1241.91,6313.09
OHIO INDUSTRIAL SALES INC,02-Central,739390000,7393.59,2720.22,4673.37
OHIO INDUSTRIAL SALES INC,02-Central,734211200,7230.51,1013.53,6216.98
OHIO INDUSTRIAL SALES INC,02-Central,734351200,6319.32,627.57,5691.75
OHIO INDUSTRIAL SALES INC,02-Central,764781040,6158,1737.9,4420.1
OHIO INDUSTRIAL SALES INC,02-Central,733141300,5629.6,1251.33,4378.27
OHIO INDUSTRIAL SALES INC,02-Central,764826700,5520,2186.16,3333.84
OHIO INDUSTRIAL SALES INC,02-Central,740283401,5333.68,1061.54,4272.14
OHIO INDUSTRIAL SALES INC,02-Central,739541200,5277.2,1221.72,4055.48
OHIO INDUSTRIAL SALES INC,02-Central,764482000,5022,2819.15,2202.85
OHIO INDUSTRIAL SALES INC,02-Central,733484700,5008,956.94,4051.06
OHIO INDUSTRIAL SALES INC,02-Central,777901100,4403.54,1870.6,2532.94
OHIO INDUSTRIAL SALES INC,02-Central,777601000,4204.15,1078.92,3125.23
OHIO INDUSTRIAL SALES INC,02-Central,777904301,3887.63,1762.01,2125.62
OHIO INDUSTRIAL SALES INC,02-Central,764781000,3873.6,1419.92,2453.68
OHIO INDUSTRIAL SALES INC,02-Central,733725500,3812.4,1172.74,2639.66
OHIO INDUSTRIAL SALES INC,02-Central,733211000,3709.5,768.99,2940.51
OHIO INDUSTRIAL SALES INC,02-Central,726000240,3600,1549.5,2050.5
OHIO INDUSTRIAL SALES INC,02-Central,770570000,3431.04,302.19,3128.85
OHIO INDUSTRIAL SALES INC,02-Central,766122000,3232,1538.48,1693.52
OHIO INDUSTRIAL SALES INC,02-Central,764761000,3056,1017.22,2038.78
OHIO INDUSTRIAL SALES INC,02-Central,766081010,3003,508.35,2494.65
OHIO INDUSTRIAL SALES INC,02-Central,764762000,2969.8,1226.11,1743.69
OHIO INDUSTRIAL SALES INC,02-Central,740063000,2862.37,827.49,2034.88
OHIO INDUSTRIAL SALES INC,02-Central,764341000,2824.86,1727.06,1097.8
OHIO INDUSTRIAL SALES INC,02-Central,733151600,2776.6,511.74,2264.86
OHIO INDUSTRIAL SALES INC,02-Central,770600000,2642.43,192.64,2449.79
OHIO INDUSTRIAL SALES INC,02-Central,740283502,2603.04,387.29,2215.75
OHIO INDUSTRIAL SALES INC,02-Central,737301000,2590.72,981.44,1609.28
OHIO INDUSTRIAL SALES INC,02-Central,733211050,2405,503.2,1901.8
OHIO INDUSTRIAL SALES INC,02-Central,764521073,2280,2580,-300
OHIO INDUSTRIAL SALES INC,02-Central,733464500,2181.6,330.74,1850.86
OHIO INDUSTRIAL SALES INC,02-Central,779550100,2107.04,474.56,1632.48
OHIO INDUSTRIAL SALES INC,02-Central,733403100,1889.86,245.2,1644.66
OHIO INDUSTRIAL SALES INC,02-Central,777642000,1884,731,1153
OHIO INDUSTRIAL SALES INC,02-Central,770210000,1750,220.67,1529.33
OHIO INDUSTRIAL SALES INC,02-Central,720455000,1684,241.84,1442.16
OHIO INDUSTRIAL SALES INC,02-Central,733511000,1327.52,266.24,1061.28
OHIO INDUSTRIAL SALES INC,02-Central,740361701,1325.52,947.43,378.09
OHIO INDUSTRIAL SALES INC,02-Central,733403300,1137.4,245.08,892.32
OHIO INDUSTRIAL SALES INC,02-Central,770450000,1102.88,101.88,1001
OHIO INDUSTRIAL SALES INC,02-Central,734173000,1059.5,265.7,793.8
OHIO INDUSTRIAL SALES INC,02-Central,741041000,1026.72,41.88,984.84
OHIO INDUSTRIAL SALES INC,02-Central,733141200,1002.4,193.93,808.47
OHIO INDUSTRIAL SALES INC,02-Central,738521000,976.32,430.35,545.97
OHIO INDUSTRIAL SALES INC,02-Central,734162000,952.6,396.02,556.58
OHIO INDUSTRIAL SALES INC,02-Central,733525500,915,130.06,784.94
OHIO INDUSTRIAL SALES INC,02-Central,733201000,889.2,187.96,701.24
OHIO INDUSTRIAL SALES INC,02-Central,733464600,825.2,139.88,685.32
OHIO INDUSTRIAL SALES INC,02-Central,764902000,756,386.49,369.51
OHIO INDUSTRIAL SALES INC,02-Central,770720000,749.7,27.12,722.58
OHIO INDUSTRIAL SALES INC,02-Central,770310000,680,94.56,585.44
OHIO INDUSTRIAL SALES INC,02-Central,740382101,664.2,252.83,411.37
OHIO INDUSTRIAL SALES INC,02-Central,768121000,660.15,132.09,528.06
OHIO INDUSTRIAL SALES INC,02-Central,733721000,615.6,146.7,468.9
OHIO INDUSTRIAL SALES INC,02-Central,733423700,465.92,72.44,393.48
OHIO INDUSTRIAL SALES INC,02-Central,733444100,426,150.08,275.92
OHIO INDUSTRIAL SALES INC,02-Central,764221000,300.6,84.33,216.27
OHIO INDUSTRIAL SALES INC,02-Central,768111000,234.9,46.14,188.76
OHIO INDUSTRIAL SALES INC,02-Central,733423600,232.96,35.9,197.06
OHIO INDUSTRIAL SALES INC,02-Central,764525000,198,103.86,94.14
OHIO INDUSTRIAL SALES INC,02-Central,764602000,104,52.99,51.01
OHIO STAT UNIV,02-Central,734900000,215.8,38.36,177.44
OHIO STATE UNIVERSITY,02-Central,768121000,489,44.03,444.97
OHMITE MFG,01-East,733151500,900,95.38,804.62
OHMITE MFG,01-East,739561200,839.68,144.66,695.02
OLYMPIC CRANES & FABRICAT,01-East,739370000,364.8,90.82,273.98
OMI REFRACTORIES,02-Central,727041000,26956.8,2707.59,24249.21
OMI REFRACTORIES,02-Central,761051000,15789.6,10262.62,5526.98
OMI REFRACTORIES,02-Central,727041200,8961.84,1353.81,7608.03
OMI REFRACTORIES,02-Central,761071000,5518.8,3234.84,2283.96
OMI REFRACTORIES,02-Central,777642000,2986,734.12,2251.88
OMNIA SALES,01-East,740283401,9609.6,1592.3,8017.3
ONEX INC,02-Central,764785121,71760,29177.1,42582.9
ONEX INC,02-Central,764781040,7560,3387.84,4172.16
ONEX INC,02-Central,766542300,492,172.77,319.23
ONEX REFRACTORIES,02-Central,768753000,472.8,48.26,424.54
ONQUEST INC.,01-East,779957139,568.25,395.28,172.97
ORCON - MEXICO LLC,01-East,724261200,19484,2731.1,16752.9
ORTON CERAMIC FOUNDATION,02-Central,777991000,1697.3,449.06,1248.24
OVERHEAD MATERIAL,02-Central,770600000,6487.6,373.47,6114.13
OWENS BROCKWAY,02-Central,766121000,5250,163.5,5086.5
OWENS BROCKWAY,02-Central,763991000,1236,137.58,1098.42
OWENS CORNING FIBERGLAS,02-Central,739641100,1928.16,806.4,1121.76
OWENS CORNING FIBERGLAS,02-Central,793260074,1366,163.32,1202.68
OWENS CORNING FIBERGLAS,02-Central,793330000,449,26.51,422.49
"OWENS CORNING MEXICO,",01-East,733525500,752.5,70.39,682.11
"OWENS CORNING SALES,LLC",01-East,793330000,3883.5,234.12,3649.38
"OWENS CORNING SALES,LLC",02-Central,793330000,863,52.03,810.97
OWENS CORNING,01-East,793330000,898,53.01,844.99
OWENS CORNING,02-Central,766121000,910,23.95,886.05
P.R. INTERNATIONAL INC.,02-Central,734414100,720,103.18,616.82
PACIFIC INDUSTRIAL,02-Central,740361701,579.6,318.65,260.95
PACIFIC INSULATION CO.,01-East,735602000,320120,100400.76,219719.24
PACIFIC INSULATION CO.,01-East,768241000,253575,100795.31,152779.69
PACIFIC INSULATION CO.,01-East,735602110,76640,25621.1,51018.9
PACIFIC INSULATION CO.,01-East,768221000,74752,28829.86,45922.14
PACIFIC INSULATION CO.,01-East,726020019,39623.25,16207.45,23415.8
PACIFIC INSULATION CO.,01-East,735750000,17048,6031.09,11016.91
PACIFIC INSULATION CO.,01-East,735752000,6642,2391.1,4250.9
PACIFIC INSULATION CO.,01-East,737301000,5650.56,1472.16,4178.4
PACIFIC INSULATION CO.,01-East,764901000,2765.29,402.18,2363.11
PACIFIC INSULATION CO.,01-East,739641100,1102.76,549.7,553.06
PACIFIC INSULATION CO.,01-East,739661100,1062.44,601.98,460.46
PACIFIC INSULATION CO.,01-East,733211000,382.8,94.78,288.02
PACIFIC INSULATION CO.,01-East,764901061,339.23,111.9,227.33
PACIFIC INSULATION CO.,01-East,733464500,196.5,29.52,166.98
PACIFIC NORTHWEST NATL,01-East,764221000,248,16.92,231.08
PACIFIC SCIENTIFIC,01-East,733671000,1438.08,119.66,1318.42
PACOR INC.,02-Central,733525600,9805,3605.55,6199.45
PACOR INC,02-Central,733525600,27120,9964.05,17155.95
PACOR INC,02-Central,733444200,298,38.64,259.36
PAC,01-East,740123000,670.32,121.37,548.95
PAGLES INTERNATIONAL INC.,9x-Export,764821027,32900,12113.9,20786.1
PAGLES INTERNATIONAL INC.,9x-Export,774661000,3630,692.62,2937.38
PAGLES INTERNATIONAL INC.,9x-Export,774901000,3000,593.54,2406.46
PAGLES INTERNATIONAL INC.,9x-Export,777642000,1080,316.7,763.3
PALL CORPORATION-H2,01-East,733505200,49590,9616.56,39973.44
PALL CORPORATION-H2,01-East,733444200,553.8,104.06,449.74
PALL CORPORATION-H2,02-Central,740361900,7284.48,4036.21,3248.27
PALL CORPORATION-H2,02-Central,740361701,688.32,637.3,51.02
PALL TRINITY MICRO CORP,01-East,733505200,5538,917.32,4620.68
PANDO LLC,01-East,768021000,374,26.84,347.16
PANELCRAFT INC.,01-East,737902100,2642,405.82,2236.18
PARAGON PACIFIC INSULATIO,01-East,735602110,38000,13566.49,24433.51
PARAGON PACIFIC INSULATIO,01-East,735602000,25000,8405.73,16594.27
PARAGON PACIFIC INSULATIO,01-East,735750000,13320,4667.93,8652.07
PARAGON PACIFIC INSULATIO,01-East,735752000,185,68.4,116.6
PARAGON PACIFIC SPI,01-East,735602110,44000,15708.56,28291.44
PARAGON PACIFIC SPI,01-East,735602000,12000,4142.22,7857.78
PARAMOUNT DIE CORPORATION,02-Central,733211000,912,94.78,817.22
PARAMOUNT DIE CORPORATION,02-Central,733151500,450,47.69,402.31
PARKER AEROSPACE,01-East,779001000,275.84,36.2,239.64
PARSONS,02-Central,727000140,531.2,33.43,497.77
PASQUALE DINUZZO LLC,01-East,764483000,421,89.22,331.78
PATS AIRCRAFT LLC,01-East,724121700,5176,1302.84,3873.16
"PATS AIRCRAFT, LLC",01-East,724121700,584,162.85,421.15
PAWLING CORP.,01-East,764781040,4232,314.99,3917.01
PEACHTREE DISTRIBUTING,02-Central,735602000,178480,66079.28,112400.72
PEACHTREE DISTRIBUTING,02-Central,735602110,1840,707.04,1132.96
PENN MANUFACTURING,02-Central,764822000,19656,1779.13,17876.87
PENN MANUFACTURING,02-Central,764862000,455,52.36,402.64
PENNINGTON FURNACE SUPPLY,01-East,733742000,1632,327,1305
PENNINGTON FURNACE SUPPLY,01-East,733721000,300,69.32,230.68
PENSAR,01-East,738521000,4815.36,1291.07,3524.29
PENSAR,01-East,764822000,1720,61.52,1658.48
PENSAR,01-East,727063016,988.8,63.34,925.46
PERFORMANCE CONTRACTNG-KY,02-Central,735602000,1710,517.78,1192.22
PERFORMANCE FRICTION,02-Central,766162000,876,37.37,838.63
"PERFORMANCE PLASTICS,INC.",01-East,724261400,6915.6,1140.39,5775.21
"PERFORMANCE PLASTICS,INC.",01-East,724401150,648,81.46,566.54
PETRO-CHEM DEVELOPMENT,01-East,768133000,833,42.91,790.09
PHELPS INDUSTRIAL PRODUCT,02-Central,733721000,286,48.9,237.1
PHOTONIS USA INC.,01-East,771320000,2859,342.25,2516.75
PHYTOTECHNOLOGY LABORATOR,01-East,726000240,441.6,29.58,412.02
"PIC GROUP, INC",02-Central,739641100,1310.98,806.4,504.58
PICA MFG. SOLUTIONS,01-East,733464500,262,29.52,232.48
PILKINGTON N. A. INC.,02-Central,734611100,378.88,54.36,324.52
PILKINGTON N. A. INC.,07-Canada Direct,734751200,1662.6,226.24,1436.36
PIONEER GASKET,01-East,770230000,2016,147.83,1868.17
PIONEER GASKET,01-East,770240000,1972.5,140.66,1831.84
PK CONTRACTING INC,01-East,768112000,269,19.33,249.67
PLANET TOOL,01-East,771504000,50115,3432.84,46682.16
PLANET TOOL,01-East,771502000,10041,687.06,9353.94
PLASMA POWER,02-Central,777601000,819.84,117.6,702.24
PLASMA POWER,02-Central,734851000,506.19,91.4,414.79
PLASTICOMP,02-Central,764821000,430,15.36,414.64
PLIBRICO COMPANY LLC,01-East,779987650,88963.92,25595.56,63368.36
PLIBRICO COMPANY LLC,02-Central,764901000,51183,11279.99,39903.01
PLIBRICO COMPANY LLC,02-Central,764821000,42912,8955.18,33956.82
PLIBRICO COMPANY LLC,02-Central,768241000,32760,8491.42,24268.58
PLIBRICO COMPANY LLC,02-Central,733211000,31429.3,6455.34,24973.96
